ID,Date,Policy Area,Name,For,Against,Abstentions,Result,GUE-NGL,S&D,Greens/EFA,REG,EPP,ECR,IDG,NI
3169,10/7/2020,Economic & monetary affairs,"Digital Finance: emerging risks in crypto-assets - regulatory and supervisory challenges in the area of financial services, institutions and markets - Motion for resolution : Paragraph 13,amendment 6",0,67,0,Rejected,For,For,For,For,Against,Against,Against,For
3170,10/7/2020,Economic & monetary affairs,"Digital Finance: emerging risks in crypto-assets - regulatory and supervisory challenges in the area of financial services, institutions and markets - Motion for resolution : After paragraph 15,amendment 7",67,0,0,Adopted,For,For,For,For,Against,Against,Against,For
3171,10/7/2020,Economic & monetary affairs,"Digital Finance: emerging risks in crypto-assets - regulatory and supervisory challenges in the area of financial services, institutions and markets - Motion for resolution : Paragraph 17,amendment 1",0,66,0,Rejected,For,For,For,For,Against,Abstain,Abstain,For
3172,10/7/2020,Economic & monetary affairs,"Digital Finance: emerging risks in crypto-assets - regulatory and supervisory challenges in the area of financial services, institutions and markets - Motion for resolution : Paragraph 18,amendment 2",0,67,0,Rejected,Against,Against,Against,Against,Against,Abstain,For,For
3173,10/7/2020,Economic & monetary affairs,"Digital Finance: emerging risks in crypto-assets - regulatory and supervisory challenges in the area of financial services, institutions and markets - Motion for resolution : Paragraph 19,amendment 3",0,67,0,Rejected,Against,Against,Against,Against,Against,Abstain,For,Against
3174,10/7/2020,Economic & monetary affairs,"Digital Finance: emerging risks in crypto-assets - regulatory and supervisory challenges in the area of financial services, institutions and markets - Motion for resolution : Paragraph 30,amendment 10",64,3,0,Adopted,Abstain,For,For,For,Against,Against,Against,For
3175,10/7/2020,Economic & monetary affairs,"Digital Finance: emerging risks in crypto-assets - regulatory and supervisory challenges in the area of financial services, institutions and markets - Motion for resolution : After paragraph 37,amendment 11",63,4,0,Rejected,Against,Against,Against,Against,Against,For,For,Against
3176,10/7/2020,Economic & monetary affairs,"Digital Finance: emerging risks in crypto-assets - regulatory and supervisory challenges in the area of financial services, institutions and markets - Motion for resolution : Paragraph 40",0,67,0,Adopted,Against,Against,Against,Against,Against,For,For,Against
3177,10/7/2020,Economic & monetary affairs,"Digital Finance: emerging risks in crypto-assets - regulatory and supervisory challenges in the area of financial services, institutions and markets - Motion for resolution : Paragraph 58",0,67,0,Adopted,Against,Against,Against,Against,Against,For,For,Against
3178,10/7/2020,Economic & monetary affairs,"Digital Finance: emerging risks in crypto-assets - regulatory and supervisory challenges in the area of financial services, institutions and markets - Motion for resolution : After paragraph 67,amendment 4",66,1,0,Rejected,For,For,For,For,Against,Against,Abstain,For
3179,10/7/2020,Economic & monetary affairs,"Digital Finance: emerging risks in crypto-assets - regulatory and supervisory challenges in the area of financial services, institutions and markets - Motion for resolution : after point 2,amendment 12",67,0,0,Rejected,For,For,For,Against,Against,Against,For,For
3180,10/7/2020,Economic & monetary affairs,"Digital Finance: emerging risks in crypto-assets - regulatory and supervisory challenges in the area of financial services, institutions and markets - Motion for resolution : point 5,amendment 13",67,0,0,Adopted,For,Against,Against,For,For,For,Abstain,For
3181,10/7/2020,Economic & monetary affairs,"Digital Finance: emerging risks in crypto-assets - regulatory and supervisory challenges in the area of financial services, institutions and markets - Motion for resolution : after point 7,amendment 8",67,0,0,Adopted,Against,Against,Against,For,For,For,For,For
3183,10/7/2020,Economic & monetary affairs,"Further development of the Capital Markets Union (CMU): improving access to capital market finance, in particular by SMEs, and further enabling retail investor participation - Motion for resolution : Before paragraph 1,amendment 1",67,0,0,Adopted,For,Against,For,For,Against,For,For,For
3184,10/7/2020,Economic & monetary affairs,"Further development of the Capital Markets Union (CMU): improving access to capital market finance, in particular by SMEs, and further enabling retail investor participation - Motion for resolution : Paragraph 26",0,67,0,Rejected,Abstain,For,For,Against,Against,Against,Against,For
3185,10/7/2020,Economic & monetary affairs,"Further development of the Capital Markets Union (CMU): improving access to capital market finance, in particular by SMEs, and further enabling retail investor participation - Motion for resolution : Paragraph 38,amendment 2",0,67,0,Adopted,For,For,For,For,Against,Abstain,No political line,For
3186,10/7/2020,Economic & monetary affairs,"Further development of the Capital Markets Union (CMU): improving access to capital market finance, in particular by SMEs, and further enabling retail investor participation - Motion for resolution : After paragraph 71,amendment 3",67,0,0,Adopted,Abstain,For,For,For,Against,Against,Against,For
3187,10/7/2020,Economic & monetary affairs,"Further development of the Capital Markets Union (CMU): improving access to capital market finance, in particular by SMEs, and further enabling retail investor participation - Motion for resolution : Recital R",0,67,0,Rejected,Against,For,For,For,For,Abstain,Abstain,For
2830,10/8/2020,Transport & tourism,Application of railway safety and interoperability rules within the Channel tunnel - Draft legislative resolution : Vote: Commission proposal,67,0,0,Adopted,Against,For,For,For,For,Abstain,Against,For
2833,10/8/2020,Transport & tourism,Decision empowering France to conclude an international agreement concerning the Channel tunnel - Draft legislative resolution : Vote: Commission proposal,66,0,0,Adopted,Against,Against,Against,Against,Against,For,Abstain,Against
2835,10/8/2020,Agriculture,Organic production: date of application and certain other dates - Draft legislative resolution : Vote: Commission proposal,66,0,0,Adopted,Against,For,Against,For,For,For,Abstain,For
3166,10/8/2020,"Civil liberties, justice & home affairs",The rule of law and fundamental rights in Bulgaria - Motion for resolution : vote: resolution (as a whole),66,0,0,Adopted,Abstain,For,For,For,For,For,Abstain,For
3182,10/8/2020,Economic & monetary affairs,"Digital Finance: emerging risks in crypto-assets - regulatory and supervisory challenges in the area of financial services, institutions and markets - Motion for resolution : vote: resolution (as a whole)",63,3,0,Adopted,For,Against,Against,Against,Against,For,For,Against
3188,10/8/2020,Economic & monetary affairs,"Further development of the Capital Markets Union (CMU): improving access to capital market finance, in particular by SMEs, and further enabling retail investor participation - Motion for resolution : vote: resolution (as a whole)",2,63,1,Adopted,Against,For,Against,For,For,Abstain,Against,Against
3189,10/8/2020,Foreign & security policy,"Eritrea, the case of Dawitt Isaak - Joint motion for resolution : After paragraph 8,amendment 2",0,65,2,Rejected,For,For,Against,Against,Against,Against,Abstain,Abstain
3190,10/8/2020,Foreign & security policy,"Eritrea, the case of Dawitt Isaak - Joint motion for resolution : After paragraph 8,amendment 3",0,0,67,Rejected,For,Against,Abstain,Against,Against,Against,Against,Against
3191,10/8/2020,Foreign & security policy,"Eritrea, the case of Dawitt Isaak - Joint motion for resolution : Paragraph 13/1",67,0,0,Adopted,For,For,For,For,For,For,Abstain,For
3192,10/8/2020,Foreign & security policy,"Eritrea, the case of Dawitt Isaak - Joint motion for resolution : Paragraph 13/2",18,49,0,Adopted,Against,For,Against,For,For,For,Against,For
3193,10/8/2020,Foreign & security policy,"Eritrea, the case of Dawitt Isaak - Joint motion for resolution : Recital L,amendment 4",0,66,1,Adopted,Against,Against,Against,Against,For,For,For,For
3194,10/8/2020,Foreign & security policy,"Eritrea, the case of Dawitt Isaak - Joint motion for resolution : After recital S,amendment 1",1,0,66,Rejected,For,Against,Abstain,Against,Against,Against,Against,Against
3195,10/8/2020,Foreign & security policy,"Eritrea, the case of Dawitt Isaak - Joint motion for resolution : vote: resolution (as a whole)",67,0,0,Adopted,For,For,For,For,For,For,For,For
3196,10/8/2020,Foreign & security policy,"The ""Foreign Agents"" Law in Nicaragua - Joint motion for resolution : After paragraph 3,amendment 5",1,66,0,Rejected,For,Against,Against,Against,Against,Against,Against,Against
3197,10/8/2020,Foreign & security policy,"The ""Foreign Agents"" Law in Nicaragua - Joint motion for resolution : After paragraph 7,amendment 6",1,0,66,Rejected,For,Against,Abstain,Against,Against,Against,Against,Against
3198,10/8/2020,Foreign & security policy,"The ""Foreign Agents"" Law in Nicaragua - Joint motion for resolution : After paragraph 9,amendment 2",3,63,1,Adopted,Against,For,Against,For,For,For,For,For
3199,10/8/2020,Foreign & security policy,"The ""Foreign Agents"" Law in Nicaragua - Joint motion for resolution : After citation 1,amendment 3",65,2,0,Rejected,For,Against,For,Against,Against,Against,For,Against
3200,10/8/2020,Foreign & security policy,"The ""Foreign Agents"" Law in Nicaragua - Joint motion for resolution : After recital G,amendment 4",1,0,66,Rejected,For,Against,Abstain,Against,Against,Against,Abstain,Against
3201,10/8/2020,Foreign & security policy,The "Foreign Agents" Law in Nicaragua - Joint motion for resolution : vote: resolution (as a whole),66,0,1,Adopted,Abstain,For,For,For,For,For,Abstain,For
3202,10/8/2020,Foreign & security policy,The situation of Ethiopian migrants in detention centres in Saudi Arabia - Joint motion for resolution : EUL/NGL resolution,0,66,1,Rejected,For,Against,Against,Against,Against,Against,Against,Abstain
3203,10/8/2020,Foreign & security policy,"The situation of Ethiopian migrants in detention centres in Saudi Arabia - Joint motion for resolution : Joint motion, paragraph 1",67,0,0,Adopted,For,For,For,For,For,For,Abstain,For
3204,10/8/2020,Foreign & security policy,"The situation of Ethiopian migrants in detention centres in Saudi Arabia - Joint motion for resolution : Joint motion, paragraph 2",67,0,0,Adopted,For,For,For,For,For,For,Abstain,For
3205,10/8/2020,Foreign & security policy,"The situation of Ethiopian migrants in detention centres in Saudi Arabia - Joint motion for resolution : Joint motion, paragraph 3",67,0,0,Adopted,For,For,For,For,For,For,For,For
3206,10/8/2020,Foreign & security policy,"The situation of Ethiopian migrants in detention centres in Saudi Arabia - Joint motion for resolution : Joint motion, paragraph 4",67,0,0,Adopted,For,For,For,For,For,For,Abstain,For
3207,10/8/2020,Foreign & security policy,"The situation of Ethiopian migrants in detention centres in Saudi Arabia - Joint motion for resolution : Joint motion, paragraph 5",67,0,0,Adopted,For,For,For,For,For,For,Abstain,For
3208,10/8/2020,Foreign & security policy,"The situation of Ethiopian migrants in detention centres in Saudi Arabia - Joint motion for resolution : Joint motion, paragraph 6",67,0,0,Adopted,For,For,For,For,For,For,For,For
3209,10/8/2020,Foreign & security policy,"The situation of Ethiopian migrants in detention centres in Saudi Arabia - Joint motion for resolution : Joint motion, paragraph 7",67,0,0,Adopted,For,For,For,For,For,For,For,For
3210,10/8/2020,Foreign & security policy,"The situation of Ethiopian migrants in detention centres in Saudi Arabia - Joint motion for resolution : Joint motion, paragraph 8",67,0,0,Adopted,For,For,For,For,For,For,Abstain,For
3211,10/8/2020,Foreign & security policy,"The situation of Ethiopian migrants in detention centres in Saudi Arabia - Joint motion for resolution : Joint motion, paragraph 9",67,0,0,Adopted,For,For,For,For,For,For,Abstain,For
3212,10/8/2020,Foreign & security policy,"The situation of Ethiopian migrants in detention centres in Saudi Arabia - Joint motion for resolution : Joint motion, paragraph 10",67,0,0,Adopted,For,For,For,For,For,For,Abstain,For
3213,10/8/2020,Foreign & security policy,"The situation of Ethiopian migrants in detention centres in Saudi Arabia - Joint motion for resolution : Joint motion, paragraph 11",67,0,0,Adopted,For,For,For,For,For,For,For,For
3214,10/8/2020,Foreign & security policy,"The situation of Ethiopian migrants in detention centres in Saudi Arabia - Joint motion for resolution : Joint motion, after paragraph 11,amendment 2",67,0,0,Adopted,For,For,For,Against,For,For,Against,For
3215,10/8/2020,Foreign & security policy,"The situation of Ethiopian migrants in detention centres in Saudi Arabia - Joint motion for resolution : Joint motion, after paragraph 11,amendment 3",67,0,0,Adopted,Against,For,For,Against,For,For,Abstain,For
3216,10/8/2020,Foreign & security policy,"The situation of Ethiopian migrants in detention centres in Saudi Arabia - Joint motion for resolution : Joint motion, paragraph 12",67,0,0,Adopted,For,For,For,For,For,Abstain,Abstain,For
3217,10/8/2020,Foreign & security policy,"The situation of Ethiopian migrants in detention centres in Saudi Arabia - Joint motion for resolution : Joint motion, paragraph 17",67,0,0,Adopted,For,For,For,For,For,Abstain,Abstain,For
3218,10/8/2020,Foreign & security policy,"The situation of Ethiopian migrants in detention centres in Saudi Arabia - Joint motion for resolution : Joint motion, paragraph 18",67,0,0,Adopted,For,For,For,For,For,Abstain,Abstain,For
3219,10/8/2020,Foreign & security policy,"The situation of Ethiopian migrants in detention centres in Saudi Arabia - Joint motion for resolution : Joint motion, paragraph 20",67,0,0,Adopted,For,For,For,For,For,Abstain,Abstain,For
3220,10/8/2020,Foreign & security policy,"The situation of Ethiopian migrants in detention centres in Saudi Arabia - Joint motion for resolution : Joint motion, paragraph 23",67,0,0,Adopted,For,For,For,For,For,Against,Abstain,For
3221,10/8/2020,Foreign & security policy,"The situation of Ethiopian migrants in detention centres in Saudi Arabia - Joint motion for resolution : Joint motion, paragraph 24",67,0,0,Adopted,For,For,For,For,For,For,For,For
3222,10/8/2020,Foreign & security policy,"The situation of Ethiopian migrants in detention centres in Saudi Arabia - Joint motion for resolution : Joint motion, recital A",67,0,0,Adopted,For,For,For,For,For,For,For,For
3223,10/8/2020,Foreign & security policy,"The situation of Ethiopian migrants in detention centres in Saudi Arabia - Joint motion for resolution : Joint motion, recital B",67,0,0,Adopted,For,For,For,For,For,For,For,For
3224,10/8/2020,Foreign & security policy,"The situation of Ethiopian migrants in detention centres in Saudi Arabia - Joint motion for resolution : Joint motion, recital C",67,0,0,Adopted,For,For,For,For,For,For,Abstain,For
3225,10/8/2020,Foreign & security policy,"The situation of Ethiopian migrants in detention centres in Saudi Arabia - Joint motion for resolution : Joint motion, recital D",67,0,0,Adopted,For,For,For,For,For,For,For,For
3226,10/8/2020,Foreign & security policy,"The situation of Ethiopian migrants in detention centres in Saudi Arabia - Joint motion for resolution : Joint motion, recital E",67,0,0,Adopted,For,For,For,For,For,For,Abstain,For
3227,10/8/2020,Foreign & security policy,"The situation of Ethiopian migrants in detention centres in Saudi Arabia - Joint motion for resolution : Joint motion, recital F",67,0,0,Adopted,For,For,For,For,For,For,Abstain,For
3228,10/8/2020,Foreign & security policy,"The situation of Ethiopian migrants in detention centres in Saudi Arabia - Joint motion for resolution : Joint motion, recital G",67,0,0,Adopted,For,For,For,For,For,For,For,For
3229,10/8/2020,Foreign & security policy,"The situation of Ethiopian migrants in detention centres in Saudi Arabia - Joint motion for resolution : Joint motion, recital H",67,0,0,Adopted,For,For,For,For,For,Abstain,Abstain,For
3230,10/8/2020,Foreign & security policy,"The situation of Ethiopian migrants in detention centres in Saudi Arabia - Joint motion for resolution : Joint motion, recital K",67,0,0,Adopted,For,For,For,For,For,For,For,For
3231,10/8/2020,Foreign & security policy,"The situation of Ethiopian migrants in detention centres in Saudi Arabia - Joint motion for resolution : Joint motion, recital L",67,0,0,Adopted,Against,For,For,For,For,For,For,For
3232,10/8/2020,Foreign & security policy,The situation of Ethiopian migrants in detention centres in Saudi Arabia - Joint motion for resolution : vote: resolution (as a whole),67,0,0,Adopted,For,For,For,For,Abstain,Against,Abstain,For
3233,10/8/2020,Employment & social affairs,Reinforcing the Youth Guarantee - Motion for resolution : Paragraph 1/1,67,0,0,Adopted,For,For,For,For,For,For,For,Abstain
3234,10/8/2020,Employment & social affairs,Reinforcing the Youth Guarantee - Motion for resolution : Paragraph 1/2,67,0,0,Adopted,For,For,For,Against,For,Against,Against,For
3235,10/8/2020,Employment & social affairs,Reinforcing the Youth Guarantee - Motion for resolution : Paragraph 1/3,66,1,0,Adopted,For,For,For,Against,For,Against,Against,For
3236,10/8/2020,Employment & social affairs,"Reinforcing the Youth Guarantee - Motion for resolution : After paragraph 1,amendment 1",0,67,0,Rejected,Against,Against,Against,Against,Against,For,For,Against
3237,10/8/2020,Employment & social affairs,"Reinforcing the Youth Guarantee - Motion for resolution : After paragraph 2,amendment 2",0,67,0,Rejected,Against,Against,Against,Against,Against,For,For,For
3238,10/8/2020,Employment & social affairs,"Reinforcing the Youth Guarantee - Motion for resolution : After paragraph 3,amendment 3",2,65,0,Rejected,Against,Against,Against,Against,Against,For,For,For
3239,10/8/2020,Employment & social affairs,Reinforcing the Youth Guarantee - Motion for resolution : Paragraph 4/1,67,0,0,Adopted,For,For,For,For,For,For,For,For
3240,10/8/2020,Employment & social affairs,Reinforcing the Youth Guarantee - Motion for resolution : Paragraph 4/2,67,0,0,Adopted,For,For,For,For,For,Abstain,Against,For
3241,10/8/2020,Employment & social affairs,Reinforcing the Youth Guarantee - Motion for resolution : Paragraph 5/1,67,0,0,Adopted,For,For,For,For,For,For,For,For
3242,10/8/2020,Employment & social affairs,Reinforcing the Youth Guarantee - Motion for resolution : Paragraph 5/2,67,0,0,Adopted,For,For,For,For,For,Against,For,For
3243,10/8/2020,Employment & social affairs,Reinforcing the Youth Guarantee - Motion for resolution : Paragraph 5/3,67,0,0,Adopted,For,For,For,For,For,Against,For,For
3244,10/8/2020,Employment & social affairs,Reinforcing the Youth Guarantee - Motion for resolution : Paragraph 5/4,67,0,0,Adopted,For,For,For,For,For,Against,Against,For
3245,10/8/2020,Employment & social affairs,Reinforcing the Youth Guarantee - Motion for resolution : Paragraph 6/1,67,0,0,Adopted,For,For,For,For,For,For,Against,For
3246,10/8/2020,Employment & social affairs,Reinforcing the Youth Guarantee - Motion for resolution : Paragraph 6/2,67,0,0,Adopted,For,For,For,For,For,Abstain,Against,For
3247,10/8/2020,Employment & social affairs,"Reinforcing the Youth Guarantee - Motion for resolution : Paragraph 9,amendment 5",0,67,0,Rejected,Against,Against,Against,For,For,For,Against,Against
3248,10/8/2020,Employment & social affairs,Reinforcing the Youth Guarantee - Motion for resolution : Paragraph 9/1,67,0,0,Adopted,For,For,For,For,For,For,For,For
3249,10/8/2020,Employment & social affairs,Reinforcing the Youth Guarantee - Motion for resolution : Paragraph 9/2,67,0,0,Adopted,For,For,For,Against,For,For,For,For
3250,10/8/2020,Employment & social affairs,Reinforcing the Youth Guarantee - Motion for resolution : Paragraph 11/1,66,1,0,Adopted,For,For,For,For,For,For,Against,For
3251,10/8/2020,Employment & social affairs,Reinforcing the Youth Guarantee - Motion for resolution : Paragraph 11/2,67,0,0,Adopted,For,For,For,For,For,Against,Against,For
3252,10/8/2020,Employment & social affairs,"Reinforcing the Youth Guarantee - Motion for resolution : Paragraph 13,amendment 6",0,67,0,Rejected,Against,Against,Against,For,For,Against,Against,Against
3253,10/8/2020,Employment & social affairs,Reinforcing the Youth Guarantee - Motion for resolution : Paragraph 18,67,0,0,Adopted,For,For,For,For,For,Against,Against,For
3254,10/8/2020,Employment & social affairs,Reinforcing the Youth Guarantee - Motion for resolution : Paragraph 23/1,67,0,0,Adopted,For,For,For,For,For,For,For,For
3255,10/8/2020,Employment & social affairs,Reinforcing the Youth Guarantee - Motion for resolution : Paragraph 23/2,67,0,0,Adopted,For,For,For,For,For,For,Against,For
3256,10/8/2020,Employment & social affairs,Reinforcing the Youth Guarantee - Motion for resolution : Recital P/1,67,0,0,Adopted,For,For,For,For,For,For,For,For
3257,10/8/2020,Employment & social affairs,Reinforcing the Youth Guarantee - Motion for resolution : Recital P/2,67,0,0,Adopted,For,For,For,For,Against,Against,For,For
3258,10/8/2020,Employment & social affairs,"Reinforcing the Youth Guarantee - Motion for resolution : Recital Q,amendment 7",67,0,0,Adopted,Against,For,For,For,For,For,For,Against
3259,10/8/2020,Employment & social affairs,Reinforcing the Youth Guarantee - Motion for resolution : vote: resolution (as a whole),66,0,0,Adopted,For,For,For,For,For,For,Against,For
3260,10/19/2020,Internal market & consumer protection,Amending Regulation (EU) No 168/2013 as regards specific measures on L-category end-of-series vehicles in response to the COVID-19 pandemic - Draft legislative resolution : single vote,66,0,0,Adopted,For,For,For,For,For,For,For,For
3261,10/19/2020,Budget,Mobilisation of the European Globalisation Adjustment Fund: application EGF/2020/001 ES/Galicia shipbuilding ancillary sectors - Motion for resolution : single vote,66,0,0,Adopted,For,For,For,For,For,For,For,For
3381,10/19/2020,Budgetary control,Discharge 2018: General budget of the EU -European Economic and Social Committee - Proposal for a decision : vote: decision,66,0,0,Adopted,For,Against,Against,Against,Against,Against,Against,Against
3384,10/19/2020,Budgetary control,Discharge 2018: General budget of the EU - European Council and Council - Proposal for a decision : vote: decision,66,0,0,Adopted,For,Against,For,Against,Against,Against,Against,Against
3262,10/20/2020,Foreign & security policy,"Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph 1, after (a),amendment 21",3,65,0,Rejected,For,Against,For,Against,Against,Against,For,Against
3263,10/20/2020,Foreign & security policy,"Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph 1, after (a),amendment 22",63,4,1,Rejected,For,Against,Against,Against,Against,Against,Against,Abstain
3264,10/20/2020,Foreign & security policy,"Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph 1, after (a),amendment 23",61,5,2,Rejected,For,Against,Abstain,Against,Against,Against,Against,Abstain
3265,10/20/2020,Foreign & security policy,"Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph 1, after (a),amendment 24",3,65,0,Rejected,For,Against,Against,Against,Against,Against,Against,Abstain
3266,10/20/2020,Foreign & security policy,"Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph 1, after (a),amendment 25",2,0,66,Rejected,For,Against,Against,Against,Against,Against,Against,Against
3267,10/20/2020,Foreign & security policy,"Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph 1, after (a),amendment 26",3,63,2,Rejected,For,Abstain,Abstain,Against,Against,Against,Against,No political line
3268,10/20/2020,Foreign & security policy,"Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph 1, after (a),amendment 27",0,66,2,Rejected,For,Against,Against,Against,Against,Against,Against,Against
3269,10/20/2020,Foreign & security policy,"Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph 1, after (a),amendment 28",3,0,65,Rejected,For,For,For,Against,Against,Against,For,For
3270,10/20/2020,Foreign & security policy,"Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph 1, after (a),amendment 29",0,68,0,Rejected,For,Against,Abstain,Against,Against,Against,Against,Abstain
3271,10/20/2020,Foreign & security policy,"Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph 1, after (a),amendment 30/1",68,0,0,Adopted,For,Against,Against,Against,Against,Against,Against,Abstain
3272,10/20/2020,Foreign & security policy,"Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph 1, after (a),amendment 30/2",2,0,66,Rejected,For,Against,Abstain,Against,Against,Against,Against,Against
3273,10/20/2020,Foreign & security policy,"Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph 1, after (a),amendment 31",4,63,1,Rejected,For,Against,Against,Against,Against,Against,Against,Against
3274,10/20/2020,Foreign & security policy,"Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph 1, after (a),amendment 32",2,1,65,Rejected,Against,For,For,For,For,For,Against,For
3275,10/20/2020,Foreign & security policy,"Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph 1, after (a),amendment 33",0,62,6,Rejected,Against,For,For,For,For,Abstain,Against,For
3276,10/20/2020,Foreign & security policy,Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph 1 (b),66,0,2,Adopted,Against,For,For,For,For,For,Against,For
3277,10/20/2020,Foreign & security policy,Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph 1 (c),66,0,2,Adopted,Against,For,Against,For,For,Abstain,Against,Abstain
3278,10/20/2020,Foreign & security policy,Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph 1 (d),66,0,2,Adopted,Against,Against,Against,Against,Against,Against,For,Against
3279,10/20/2020,Foreign & security policy,Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph 1 (e),3,63,2,Adopted,Against,For,Against,For,For,For,Against,For
3280,10/20/2020,Foreign & security policy,"Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph 1 (f),amendment 38/1",0,67,1,Rejected,Against,For,For,For,For,Abstain,Against,For
3281,10/20/2020,Foreign & security policy,Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph 1 (f)/2,2,65,1,Adopted,Against,For,For,For,For,For,Against,For
3282,10/20/2020,Foreign & security policy,Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph 1 (g),65,1,2,Adopted,Against,For,For,For,For,Abstain,Against,For
3283,10/20/2020,Foreign & security policy,Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph 1 (h),66,0,2,Adopted,Against,For,For,For,For,For,Against,Abstain
3284,10/20/2020,Foreign & security policy,Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph 1 (j),66,0,2,Adopted,Against,For,For,For,For,For,For,For
3285,10/20/2020,Foreign & security policy,Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph 1 (k) intro,66,0,2,Adopted,Against,For,For,For,For,For,Against,For
3286,10/20/2020,Foreign & security policy,Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph (k)(i),66,0,2,Adopted,Against,For,For,For,For,For,Against,For
3287,10/20/2020,Foreign & security policy,Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph (k)(ii),66,0,2,Adopted,Against,For,Against,For,For,Abstain,Against,For
3288,10/20/2020,Foreign & security policy,Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph (k) (iii),66,0,2,Adopted,Against,For,For,For,For,For,Against,For
3289,10/20/2020,Foreign & security policy,Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph (l),2,65,1,Adopted,Against,For,For,For,For,Abstain,Against,For
3290,10/20/2020,Foreign & security policy,Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph (m),66,0,2,Adopted,Against,For,For,For,For,Abstain,Against,Abstain
3291,10/20/2020,Foreign & security policy,Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph (n),66,0,2,Adopted,Against,For,For,For,For,Abstain,Against,For
3292,10/20/2020,Foreign & security policy,Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph (o),63,3,2,Adopted,Against,For,For,For,For,For,Against,For
3293,10/20/2020,Foreign & security policy,Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph (p),63,3,2,Adopted,Against,For,For,For,For,For,Against,Abstain
3294,10/20/2020,Foreign & security policy,Recommendation to the Council and the VPC/HR concerning the Implementation and governance of Permanent Structured Cooperation (PESCO) - Draft recommendation : Paragraph (q) intro,66,2,0,Adopted,Against,For,For,For,For,For,Against,For
